Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3639,4965799144,ZiggyLamar,0,130.07999,DST Saints  FLEX Zach Charbonnet QB Patrick Mahomes RB Jonathan Taylor RB Travis Etienne Jr. TE Colston Loveland WR Chris Olave WR Alec Pierce WR Michael Wilson,,,
3643,4965300058,Mr.Clutch,0,130.06,DST Lions  FLEX Kyle Pitts Sr. QB Kirk Cousins RB Jonathan Taylor RB TreVeyon Henderson TE Hunter Henry WR Amon-Ra St. Brown WR Darnell Mooney WR Andrei Iosivas,,,
3644,4963898549,taylorjerickson,0,129.98,DST Saints  FLEX Travis Kelce QB Jacoby Brissett RB Saquon Barkley RB TreVeyon Henderson TE Trey McBride WR Rome Odunze WR DK Metcalf WR Michael Wilson,,,
3645,4963148853,ddettro,0,129.96,DST Packers  FLEX Jakobi Meyers QB Drake Maye RB Bijan Robinson RB Emanuel Wilson TE Hunter Henry WR Stefon Diggs WR Jameson Williams WR Romeo Doubs,,,
3645,4964485691,chrishale210,0,129.96,DST Browns  FLEX Travis Kelce QB Caleb Williams RB Emanuel Wilson RB Zach Charbonnet TE Trey McBride WR Tee Higgins WR Stefon Diggs WR DeVonta Smith,,,
3645,4964325124,bfitzer,0,129.95999,DST Browns  FLEX Bhayshul Tuten QB Jared Goff RB Jahmyr Gibbs RB TreVeyon Henderson TE Dallas Goedert WR CeeDee Lamb WR Jameson Williams WR Luther Burden III,,,
3648,4965127170,gordonjonathan1,0,129.94,DST Falcons  FLEX DeVonta Smith QB Trevor Lawrence RB Bijan Robinson RB Zonovan Knight TE Trey McBride WR Jameson Williams WR Parker Washington WR Jakobi Meyers,,,
3649,4964689983,ozzienscott,0,129.92001,DST Ravens  FLEX Quinshon Judkins QB Lamar Jackson RB Bijan Robinson RB TreVeyon Henderson TE Hunter Henry WR Michael Wilson WR Darnell Mooney WR Rashid Shaheed,,,
3650,4962998323,g1980,0,129.88,DST Browns  FLEX David Montgomery QB Jacoby Brissett RB Bijan Robinson RB Derrick Henry TE Trey McBride WR Jameson Williams WR Michael Wilson WR Mason Tipton,,,
3650,4965376359,Helmut,0,129.88,DST Lions  FLEX Travis Etienne Jr. QB Patrick Mahomes RB Javonte Williams RB Rhamondre Stevenson TE Pat Freiermuth WR Rashee Rice WR Rome Odunze WR Michael Wilson,,,
3652,4964671041,Cnasty46,0,129.86002,DST Ravens  FLEX Jameson Williams QB Jalen Hurts RB Ashton Jeanty RB Emanuel Wilson TE Dallas Goedert WR CeeDee Lamb WR DeVonta Smith WR Darius Slayton,,,
3653,4957301528,vahekay,0,129.82,DST Browns  FLEX DeVonta Smith QB Lamar Jackson RB TreVeyon Henderson RB Breece Hall TE Noah Fant WR Rashee Rice WR Zay Flowers WR Michael Wilson,,,
3654,4961794363,yayysportsball,0,129.78,DST Browns  FLEX Rome Odunze QB Patrick Mahomes RB Derrick Henry RB Ashton Jeanty TE Travis Kelce WR DeVonta Smith WR Alec Pierce WR Xavier Worthy,,,
3655,4964340158,LayinWood21,0,129.76001,DST Saints  FLEX CeeDee Lamb QB Shedeur Sanders RB Saquon Barkley RB Ashton Jeanty TE Colston Loveland WR Rashee Rice WR Zay Flowers WR Jerry Jeudy,,,
3655,4965056522,yaamezz,0,129.76001,DST Saints  FLEX CeeDee Lamb QB Caleb Williams RB Breece Hall RB Kenneth Walker III TE Colston Loveland WR Amon-Ra St. Brown WR Rome Odunze WR Rashid Shaheed,,,
3655,4964303198,rohde51,0,129.76,DST Browns  FLEX CeeDee Lamb QB Drake Maye RB TreVeyon Henderson RB Emanuel Wilson TE Hunter Henry WR Tee Higgins WR Jameson Williams WR Luther Burden III,,,
3658,4963592807,Laptop46,0,129.74,DST Ravens  FLEX Jakobi Meyers QB Jameis Winston RB Bijan Robinson RB Derrick Henry TE Theo Johnson WR Chris Olave WR Jameson Williams WR Darius Slayton,,,
3659,4965467373,Navarri,0,129.72,DST Browns  FLEX Trey McBride QB Joe Flacco RB Bijan Robinson RB Chase Brown TE Mike Gesicki WR Tee Higgins WR Wan'Dale Robinson WR Romeo Doubs,,,
3660,4965137244,souelle2,0,129.68,DST Seahawks  FLEX Saquon Barkley QB Jacoby Brissett RB Derrick Henry RB David Montgomery TE Trey McBride WR Michael Wilson WR Jakobi Meyers WR Cooper Kupp,,,
3661,4963372759,Mehle79,0,129.66,DST Raiders  FLEX Dallas Goedert QB Jalen Hurts RB Emanuel Wilson RB Rhamondre Stevenson TE Trey McBride WR CeeDee Lamb WR DeVonta Smith WR Jakobi Meyers,,,
3661,4964082724,Dracarys11,0,129.66,DST Vikings  FLEX Alvin Kamara QB Jalen Hurts RB Saquon Barkley RB Aaron Jones Sr. TE Mark Andrews WR Rashee Rice WR A.J. Brown WR Jakobi Meyers,,,
3661,4964900785,Chiefsnation777,0,129.66,DST Titans  FLEX Mark Andrews QB Caleb Williams RB Saquon Barkley RB TreVeyon Henderson TE Travis Kelce WR Amon-Ra St. Brown WR Rome Odunze WR Michael Wilson,,,
3661,4965119008,Roncaroom,0,129.66,DST Saints  FLEX Trey McBride QB Drake Maye RB Travis Etienne Jr. RB Kenneth Walker III TE Mike Gesicki WR Jaxon Smith-Njigba WR Jameson Williams WR Kayshon Boutte,,,
3665,4964600081,anthonyd106,0,129.56,DST Browns  FLEX Mike Gesicki QB Jared Goff RB Bijan Robinson RB Saquon Barkley TE Mark Andrews WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
3665,4965933067,Royjr,0,129.56,DST Lions  FLEX Saquon Barkley QB Shedeur Sanders RB Jahmyr Gibbs RB David Montgomery TE David Njoku WR Amon-Ra St. Brown WR Jameson Williams WR Jerry Jeudy,,,
3667,4960689059,Fielder69,0,129.48001,DST Seahawks  FLEX Alec Pierce QB Patrick Mahomes RB D'Andre Swift RB Kenneth Walker III TE Travis Kelce WR Amon-Ra St. Brown WR Wan'Dale Robinson WR Xavier Worthy,,,
3667,4962635494,grazi1,0,129.48001,DST Seahawks  FLEX Tyler Warren QB Jacoby Brissett RB Jonathan Taylor RB Emanuel Wilson TE Trey McBride WR Michael Wilson WR Jerry Jeudy WR Andrei Iosivas,,,
3667,4964391188,Specter_36,0,129.48001,DST Browns  FLEX Emanuel Wilson QB Patrick Mahomes RB Kenneth Walker III RB David Montgomery TE Travis Kelce WR Rashee Rice WR Stefon Diggs WR Alec Pierce,,,
3670,4964253556,fredo73,0,129.44,DST Seahawks  FLEX Rome Odunze QB Trevor Lawrence RB David Montgomery RB Emanuel Wilson TE Trey McBride WR Chris Olave WR Zay Flowers WR Jakobi Meyers,,,
3671,4965983277,irishlittleman3,0,129.38,DST Browns  FLEX TreVeyon Henderson QB Jacoby Brissett RB Saquon Barkley RB Breece Hall TE Trey McBride WR Jameson Williams WR Michael Wilson WR Andrei Iosivas,,,
3672,4959719790,nshater88,0,129.36,DST Browns  FLEX Hunter Henry QB Jared Goff RB Jonathan Taylor RB Kenneth Walker III TE Dallas Goedert WR Amon-Ra St. Brown WR Jameson Williams WR Luther Burden III,,,
3672,4964407261,lukedietman,0,129.36,DST Saints  FLEX Jakobi Meyers QB Jared Goff RB Derrick Henry RB Saquon Barkley TE Taysom Hill WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
3672,4964628630,Gronkowski69,0,129.36,DST Seahawks  FLEX Saquon Barkley QB Jared Goff RB Kenneth Walker III RB David Montgomery TE Mike Gesicki WR Amon-Ra St. Brown WR Jameson Williams WR Wan'Dale Robinson,,,
3672,4964780932,Sixgs,0,129.36,DST Saints  FLEX Jerry Jeudy QB Shedeur Sanders RB Jonathan Taylor RB D'Andre Swift TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR George Pickens WR Andrei Iosivas,,,
3676,4964108750,moorth,0,129.32,DST Saints  FLEX Trey McBride QB Tyler Shough RB Alvin Kamara RB Emanuel Wilson TE Travis Kelce WR Rashee Rice WR Tee Higgins WR DeVonta Smith,,,
3677,4963464086,ChipsJones1992,0,129.28,DST Steelers  FLEX DeVonta Smith QB Tyrod Taylor RB Bijan Robinson RB Derrick Henry TE Trey McBride WR CeeDee Lamb WR John Metchie III WR Adonai Mitchell,,,
3678,4964489275,dvolk12,0,129.22,DST Steelers  FLEX Brock Bowers QB Lamar Jackson RB Jahmyr Gibbs RB Saquon Barkley TE Isaiah Likely WR Justin Jefferson WR Darnell Mooney WR Cedric Tillman,,,
3678,4965248351,bellamyj3,0,129.22,DST Jaguars  FLEX Chase Brown QB Lamar Jackson RB Bijan Robinson RB Jahmyr Gibbs TE AJ Barner WR Jameson Williams WR Christian Watson WR Tyler Lockett,,,
3680,4965848883,chasingcheese,0,129.18,DST Browns  FLEX Travis Etienne Jr. QB Jacoby Brissett RB Javonte Williams RB Kenneth Gainwell TE Trey McBride WR CeeDee Lamb WR Jameson Williams WR Isaiah Hodgins,,,
3681,4963715465,OwlPhd,0,129.16,DST Browns  FLEX TreVeyon Henderson QB Drake Maye RB Chase Brown RB Kenneth Walker III TE Hunter Henry WR Tee Higgins WR DeVonta Smith WR Kayshon Boutte,,,
3681,4966017056,ltrain0813,0,129.16,DST Bears  FLEX Jordan Addison QB Jalen Hurts RB Jahmyr Gibbs RB TreVeyon Henderson TE Dallas Goedert WR Jameson Williams WR DeVonta Smith WR Jerry Jeudy,,,
3683,4960160413,dyltreight,0,129.14,DST Giants  FLEX Jerry Jeudy QB Jameis Winston RB Saquon Barkley RB Chase Brown TE Isaiah Likely WR Jaxon Smith-Njigba WR CeeDee Lamb WR Jameson Williams,,,
3684,4958376479,Starlordsdad,0,129.08,DST Jets  FLEX TreVeyon Henderson QB Jacoby Brissett RB Chase Brown RB Emanuel Wilson TE Trey McBride WR Chris Olave WR Jameson Williams WR DeVonta Smith,,,
3684,4965979779,bosshog8,0,129.07999,DST Jaguars  FLEX Dallas Goedert QB Jacoby Brissett RB Derrick Henry RB Saquon Barkley TE Trey McBride WR DeVonta Smith WR Alec Pierce WR Michael Wilson,,,
3686,4964690604,MPascavis,0,129.06,DST Raiders  FLEX Dallas Goedert QB Jalen Hurts RB Chase Brown RB Emanuel Wilson TE Brock Bowers WR CeeDee Lamb WR DK Metcalf WR Romeo Doubs,,,
3686,4964878415,pairfoballs,0,129.06,DST Browns  FLEX Jonathan Taylor QB Drake Maye RB Chase Brown RB Emanuel Wilson TE Mark Andrews WR Stefon Diggs WR Michael Wilson WR Luther Burden III,,,
3688,4965834743,brosker,0,128.98001,DST Raiders  FLEX Tee Higgins QB Patrick Mahomes RB Emanuel Wilson RB Rhamondre Stevenson TE Travis Kelce WR Rashee Rice WR Michael Wilson WR Josh Downs,,,
3689,4959485291,Cooperstown1212,0,128.95999,DST Saints  FLEX Christian Watson QB Jalen Hurts RB TreVeyon Henderson RB Bhayshul Tuten TE Trey McBride WR George Pickens WR Jameson Williams WR DeVonta Smith,,,
3689,4964978063,DaddyCheeze,0,128.95999,DST Saints  FLEX Mark Andrews QB Jalen Hurts RB Chase Brown RB Aaron Jones Sr. TE Trey McBride WR CeeDee Lamb WR DeVonta Smith WR Jakobi Meyers,,,
3691,4965093559,davoden987,0,128.92,DST Browns  FLEX Mark Andrews QB Lamar Jackson RB Chase Brown RB David Montgomery TE Trey McBride WR Amon-Ra St. Brown WR Romeo Doubs WR Michael Wilson,,,
3692,4964219288,gb_mehan07,0,128.88,DST Saints  FLEX Jakobi Meyers QB Patrick Mahomes RB Jonathan Taylor RB David Montgomery TE Travis Kelce WR Rashee Rice WR Michael Wilson WR Adonai Mitchell,,,
3693,4964618636,Shazzam47,0,128.85999,DST Jaguars  FLEX Bijan Robinson QB Drake Maye RB Jahmyr Gibbs RB TreVeyon Henderson TE Mike Gesicki WR Kayshon Boutte WR Alec Pierce WR DeMario Douglas,,,
3694,4960169949,GRockers,0,128.76001,DST Cowboys  FLEX Jaylen Warren QB Caleb Williams RB David Montgomery RB Kareem Hunt TE Kyle Pitts Sr. WR Amon-Ra St. Brown WR Zay Flowers WR Rome Odunze,,,
3694,4963537021,GatorDave404,0,128.76001,DST Vikings  FLEX George Pickens QB Caleb Williams RB Derrick Henry RB Saquon Barkley TE Kyle Pitts Sr. WR Rome Odunze WR DK Metcalf WR Luther Burden III,,,
3694,4965577504,DonBarzini187,0,128.76001,DST Titans  FLEX DeVonta Smith QB Jared Goff RB TreVeyon Henderson RB Kareem Hunt TE Trey McBride WR Rashee Rice WR Jameson Williams WR Andrei Iosivas,,,
3694,4961885390,jackriley134,0,128.76,DST Jaguars  FLEX Andrei Iosivas QB Jared Goff RB Saquon Barkley RB Javonte Williams TE Theo Johnson WR Amon-Ra St. Brown WR Parker Washington WR Tre Tucker,,,
3698,4964646756,acrodriguez2,0,128.74,DST Browns  FLEX Rashee Rice QB Mason Rudolph RB Chase Brown RB Alvin Kamara TE Trey McBride WR Rome Odunze WR DK Metcalf WR Jakobi Meyers,,,
3698,4960409409,GoPokes918,0,128.73999,DST Saints  FLEX Luther Burden III QB Trevor Lawrence RB TreVeyon Henderson RB Alvin Kamara TE Trey McBride WR Amon-Ra St. Brown WR Tee Higgins WR Jakobi Meyers,,,
3700,4965214449,SkinsNation92,0,128.68,DST Browns  FLEX Travis Kelce QB Patrick Mahomes RB David Montgomery RB Emanuel Wilson TE Trey McBride WR Rashee Rice WR Jameson Williams WR Josh Downs,,,
3701,4964241640,johnboys17,0,128.66,DST Steelers  FLEX Derrick Henry QB Kirk Cousins RB Chase Brown RB Quinshon Judkins TE Kyle Pitts Sr. WR Justin Jefferson WR Chris Olave WR Darnell Mooney,,,
3701,4965673467,BigRic55,0,128.66,DST Ravens  FLEX Jahmyr Gibbs QB Shedeur Sanders RB TreVeyon Henderson RB Quinshon Judkins TE Dallas Goedert WR Stefon Diggs WR Rome Odunze WR Jerry Jeudy,,,
3703,4965360737,lpk8787,0,128.56,DST Vikings  FLEX Chris Olave QB Jalen Hurts RB TreVeyon Henderson RB Travis Etienne Jr. TE Jake Ferguson WR A.J. Brown WR Jameson Williams WR Xavier Worthy,,,
3704,4965908720,Mdevine,0,128.46,DST Lions  FLEX Trey McBride QB Caleb Williams RB Saquon Barkley RB Tyler Allgeier TE Isaiah Likely WR Amon-Ra St. Brown WR Rome Odunze WR DJ Moore,,,
3704,4964344062,clubluv,0,128.45999,DST Vikings  FLEX Mark Andrews QB Dak Prescott RB Bijan Robinson RB Quinshon Judkins TE AJ Barner WR CeeDee Lamb WR George Pickens WR Jakobi Meyers,,,
3706,4965120259,KBUTLER14,0,128.38,DST Saints  FLEX Zay Flowers QB Jacoby Brissett RB Kenneth Walker III RB Emanuel Wilson TE Trey McBride WR Chris Olave WR Rome Odunze WR Jameson Williams,,,
3706,4965516824,kennybass065,0,128.38,DST Browns  FLEX Trey McBride QB Patrick Mahomes RB TreVeyon Henderson RB David Montgomery TE Travis Kelce WR Rashee Rice WR DeVonta Smith WR Adonai Mitchell,,,
3708,4960160260,akubasa,0,128.36002,DST Raiders  FLEX Michael Wilson QB Jared Goff RB Chase Brown RB David Montgomery TE Travis Kelce WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
3708,4962039566,hawkeyemcnutt,0,128.36,DST Raiders  FLEX David Montgomery QB Drake Maye RB Jahmyr Gibbs RB TreVeyon Henderson TE Mike Gesicki WR Stefon Diggs WR DK Metcalf WR Romeo Doubs,,,
3708,4964458018,Einstagator,0,128.35999,DST Lions  FLEX DeVonta Smith QB Jared Goff RB TreVeyon Henderson RB D'Andre Swift TE Brock Bowers WR Amon-Ra St. Brown WR Michael Wilson WR Luther Burden III,,,
3711,4964771039,CallMeMommy69,0,128.32,DST Browns  FLEX Quinshon Judkins QB Lamar Jackson RB Chase Brown RB Breece Hall TE Kyle Pitts Sr. WR Amon-Ra St. Brown WR Zay Flowers WR Adonai Mitchell,,,
3712,4964483713,Tmoney-707,0,128.26001,DST Browns  FLEX Adonai Mitchell QB Caleb Williams RB Derrick Henry RB Saquon Barkley TE Dallas Goedert WR CeeDee Lamb WR Rome Odunze WR DJ Moore,,,
3712,4964601745,lcdb,0,128.26001,DST Browns  FLEX Darnell Mooney QB Kirk Cousins RB Derrick Henry RB Chase Brown TE Trey McBride WR Rome Odunze WR Jameson Williams WR DK Metcalf,,,
3712,4965661188,pludwig,0,128.26001,DST Lions  FLEX Darius Slayton QB Kirk Cousins RB Derrick Henry RB David Montgomery TE Kyle Pitts Sr. WR Jaxon Smith-Njigba WR Chris Olave WR Darnell Mooney,,,
3715,4965573027,TOWmanCilliam,0,128.24,DST Saints  FLEX CeeDee Lamb QB Trevor Lawrence RB Saquon Barkley RB Breece Hall TE Travis Kelce WR Amon-Ra St. Brown WR Jakobi Meyers WR Tim Patrick,,,
3716,4957335301,flushdrw11,0,128.22,DST Browns  FLEX Mark Andrews QB Tyler Shough RB Bijan Robinson RB Emanuel Wilson TE Trey McBride WR Tee Higgins WR Chris Olave WR Jakobi Meyers,,,
3717,4963880376,mtw13002,0,128.16,DST Seahawks  FLEX Zay Flowers QB Drake Maye RB Kenneth Walker III RB Emanuel Wilson TE Tyler Warren WR Stefon Diggs WR DK Metcalf WR Michael Wilson,,,
3717,4964591251,ckk-244ayk,0,128.16,DST Bengals  FLEX CeeDee Lamb QB Jared Goff RB Alvin Kamara RB Emanuel Wilson TE Travis Kelce WR Amon-Ra St. Brown WR Romeo Doubs WR Xavier Worthy,,,
3719,4964620580,Andromeda91,0,128.04001,DST Raiders  FLEX Emanuel Wilson QB Mason Rudolph RB Chase Brown RB D'Andre Swift TE Brock Bowers WR Amon-Ra St. Brown WR DK Metcalf WR Romeo Doubs,,,
3720,4965670092,poemsofGOD,0,128.02,DST Raiders  FLEX Rashid Shaheed QB Lamar Jackson RB Jahmyr Gibbs RB David Montgomery TE Mark Andrews WR Amon-Ra St. Brown WR Zay Flowers WR DeAndre Hopkins,,,
3721,4962440306,dangerubbs,0,127.98,DST Browns  FLEX Hunter Henry QB Patrick Mahomes RB Saquon Barkley RB David Montgomery TE Travis Kelce WR Stefon Diggs WR Chris Olave WR DeVonta Smith,,,
3721,4961907487,chuckyduce,0,127.979996,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jonathan Taylor RB David Montgomery TE Travis Kelce WR DeVonta Smith WR Michael Wilson WR Jakobi Meyers,,,
3723,4965953018,mrwonkaman,0,127.96,DST Lions  FLEX Trey McBride QB Dak Prescott RB David Montgomery RB Emanuel Wilson TE Kyle Pitts Sr. WR CeeDee Lamb WR DeVonta Smith WR Christian Watson,,,
3724,4963151695,blakeleyh,0,127.920006,DST Raiders  FLEX Trey McBride QB Lamar Jackson RB Jahmyr Gibbs RB Saquon Barkley TE Mark Andrews WR DK Metcalf WR Romeo Doubs WR Adonai Mitchell,,,
3724,4963817560,ekampen05,0,127.920006,DST Steelers  FLEX Trey McBride QB Lamar Jackson RB Kenneth Walker III RB Emanuel Wilson TE Mark Andrews WR Amon-Ra St. Brown WR Zay Flowers WR Romeo Doubs,,,
3724,4962027710,plhokies2012,0,127.92,DST Browns  FLEX Juwan Johnson QB Tyler Shough RB Quinshon Judkins RB Bhayshul Tuten TE Trey McBride WR Jaxon Smith-Njigba WR Chris Olave WR Jameson Williams,,,
3724,4963880168,MarioGoodTimes,0,127.91999,DST Browns  FLEX Quinshon Judkins QB Lamar Jackson RB Saquon Barkley RB TreVeyon Henderson TE Juwan Johnson WR Michael Pittman Jr. WR DK Metcalf WR Michael Wilson,,,
3728,4957491110,Brolock,0,127.86,DST Ravens  FLEX A.J. Brown QB Kirk Cousins RB Bijan Robinson RB Derrick Henry TE Pat Freiermuth WR Tee Higgins WR Darnell Mooney WR Rashid Shaheed,,,
3728,4964261866,fupadupa,0,127.86,DST Jets  FLEX Dallas Goedert QB Jared Goff RB Emanuel Wilson RB Zach Charbonnet TE Trey McBride WR Amon-Ra St. Brown WR Stefon Diggs WR Zay Flowers,,,
3730,4965284223,The_Fox_Man,0,127.76,DST Vikings  FLEX Darnell Mooney QB Jalen Hurts RB Bijan Robinson RB David Montgomery TE Juwan Johnson WR George Pickens WR Jameson Williams WR DeVonta Smith,,,
3730,4965395430,Vinnypop,0,127.76,DST Browns  FLEX Breece Hall QB Jared Goff RB TreVeyon Henderson RB Jaylen Warren TE Brock Wright WR Tee Higgins WR Chris Olave WR Michael Wilson,,,
3732,4964774901,chaotic408,0,127.700005,DST Raiders  FLEX Brock Bowers QB Geno Smith RB Jahmyr Gibbs RB TreVeyon Henderson TE Trey McBride WR Tre Tucker WR Rashid Shaheed WR Darius Slayton,,,
3733,4964948734,cmcbaseball2,0,127.68,DST Saints  FLEX Travis Kelce QB Patrick Mahomes RB Derrick Henry RB Alvin Kamara TE Trey McBride WR Amon-Ra St. Brown WR Hollywood Brown WR Luther Burden III,,,
3734,4964437171,Felixingenium,0,127.66,DST Lions  FLEX DeVonta Smith QB Jalen Hurts RB Chase Brown RB Breece Hall TE Travis Kelce WR Tee Higgins WR A.J. Brown WR Cedric Tillman,,,
3734,4965380252,d62smokepole,0,127.66,DST Browns  FLEX Kareem Hunt QB Caleb Williams RB Travis Etienne Jr. RB D'Andre Swift TE Trey McBride WR CeeDee Lamb WR Stefon Diggs WR Luther Burden III,,,
3734,4965749796,komendera,0,127.659996,DST Seahawks  FLEX Michael Wilson QB Jared Goff RB Chase Brown RB David Montgomery TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Adonai Mitchell,,,
3737,4965053293,jmits90,0,127.619995,DST Browns  FLEX Kyle Pitts Sr. QB Tyler Shough RB Bijan Robinson RB Saquon Barkley TE Juwan Johnson WR George Pickens WR Chris Olave WR Xavier Worthy,,,
3738,4963733864,Striker168,0,127.560005,DST Seahawks  FLEX AJ Barner QB Jared Goff RB Chase Brown RB David Montgomery TE Jake Ferguson WR Amon-Ra St. Brown WR Tee Higgins WR Michael Wilson,,,
3738,4964116023,dagillman,0,127.560005,DST Browns  FLEX DK Metcalf QB Jared Goff RB Bijan Robinson RB Quinshon Judkins TE Brock Wright WR Tee Higgins WR Jameson Williams WR Wan'Dale Robinson,,,
3740,4964069420,nate831,0,127.46001,DST Saints  FLEX Christian Watson QB Jalen Hurts RB Derrick Henry RB David Montgomery TE Trey McBride WR Jameson Williams WR DeVonta Smith WR DK Metcalf,,,
3740,4964718863,SGCapping,0,127.46,DST Lions  FLEX Isaac TeSlaa QB Jared Goff RB Derrick Henry RB David Montgomery TE Dallas Goedert WR Amon-Ra St. Brown WR Zay Flowers WR A.J. Brown,,,
3742,4965757093,drinkuth97,0,127.38,DST Browns  FLEX Mark Andrews QB Patrick Mahomes RB Quinshon Judkins RB Rhamondre Stevenson TE Tyler Warren WR Rashee Rice WR Tee Higgins WR Michael Wilson,,,
3743,4965819546,JaserD,0,127.26,DST Browns  FLEX Bijan Robinson QB Drake Maye RB Emanuel Wilson RB Rhamondre Stevenson TE Hunter Henry WR CeeDee Lamb WR Jameson Williams WR Luther Burden III,,,
3744,4962806186,kneehall,0,127.22,DST Browns  FLEX Bijan Robinson QB Lamar Jackson RB David Montgomery RB Emanuel Wilson TE Mark Andrews WR Amon-Ra St. Brown WR Zay Flowers WR Adonai Mitchell,,,
3744,4965709502,tgse2013,0,127.22,DST Saints  FLEX Kenneth Walker III QB Lamar Jackson RB Jahmyr Gibbs RB TreVeyon Henderson TE Trey McBride WR Jameson Williams WR Darius Slayton WR Adonai Mitchell,,,
3746,4965533929,TiLLeY5,0,127.12,DST Browns  FLEX Mike Gesicki QB Tyler Shough RB David Montgomery RB Rhamondre Stevenson TE Trey McBride WR Amon-Ra St. Brown WR Rashee Rice WR Tee Higgins,,,
3746,4965686981,DoubleTeddyViper,0,127.12,DST Jaguars  FLEX Jakobi Meyers QB Lamar Jackson RB Bijan Robinson RB Jahmyr Gibbs TE David Njoku WR Zay Flowers WR Xavier Worthy WR Josh Downs,,,
3746,4964279576,youdacao,0,127.119995,DST Lions  FLEX Chase Brown QB Lamar Jackson RB David Montgomery RB Emanuel Wilson TE Kyle Pitts Sr. WR Jaxon Smith-Njigba WR Zay Flowers WR Adonai Mitchell,,,
3749,4964646384,JGCANYON,0,127.079994,DST Raiders  FLEX Mason Taylor QB Tyrod Taylor RB Jonathan Taylor RB Derrick Henry TE Mike Gesicki WR CeeDee Lamb WR A.J. Brown WR Michael Wilson,,,
3749,4965317966,BetHunnids,0,127.079994,DST Raiders  FLEX Trey McBride QB Jacoby Brissett RB TreVeyon Henderson RB Kareem Hunt TE Mark Andrews WR George Pickens WR Michael Pittman Jr. WR Jameson Williams,,,
3751,4964319895,mgiord15,0,127.060005,DST Saints  FLEX DeVonta Smith QB Jared Goff RB Travis Etienne Jr. RB Alvin Kamara TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Luther Burden III,,,
3751,4965153854,Louiegatbs,0,127.06,DST Steelers  FLEX Trey McBride QB Drake Maye RB Jonathan Taylor RB Saquon Barkley TE Hunter Henry WR Darnell Mooney WR Andrei Iosivas WR Devaughn Vele,,,
3751,4965884057,mhony19,0,127.06,DST Raiders  FLEX DeVonta Smith QB Drake Maye RB Jahmyr Gibbs RB Kenneth Walker III TE Mark Andrews WR Tee Higgins WR Kayshon Boutte WR Mack Hollins,,,
3754,4962776362,Buzzcroke,0,127.03999,DST Browns  FLEX Adonai Mitchell QB Daniel Jones RB Derrick Henry RB Kenneth Walker III TE Tyler Warren WR Rashee Rice WR Zay Flowers WR Alec Pierce,,,
3755,4963391277,Barnette55,0,127.020004,DST Saints  FLEX Isaiah Likely QB Lamar Jackson RB Jahmyr Gibbs RB Saquon Barkley TE Trey McBride WR Zay Flowers WR Jameson Williams WR Adonai Mitchell,,,
3756,4964633197,itzROBO,0,127,DST Saints  FLEX David Njoku QB Geno Smith RB Derrick Henry RB Saquon Barkley TE Tyler Warren WR Tee Higgins WR George Pickens WR DK Metcalf,,,
3757,4965126353,miludwick50,0,126.96001,DST Browns  FLEX Kenneth Walker III QB Caleb Williams RB Bijan Robinson RB Saquon Barkley TE Kyle Pitts Sr. WR CeeDee Lamb WR Michael Wilson WR Mason Tipton,,,
3757,4962856936,Anomander,0,126.96,DST Steelers  FLEX Brenton Strange QB Drake Maye RB Jahmyr Gibbs RB Kenneth Walker III TE Mark Andrews WR Tee Higgins WR Stefon Diggs WR Jameson Williams,,,
3759,4964689242,milkstoutnitro,0,126.88001,DST Saints  FLEX Travis Kelce QB Jacoby Brissett RB TreVeyon Henderson RB David Montgomery TE Trey McBride WR Amon-Ra St. Brown WR DeVonta Smith WR Darius Slayton,,,
3760,4964433160,kjd3good,0,126.86001,DST Steelers  FLEX Harold Fannin Jr. QB Shedeur Sanders RB Bijan Robinson RB Derrick Henry TE David Njoku WR Amon-Ra St. Brown WR Zay Flowers WR DeVonta Smith,,,
3760,4965462259,sandfishak,0,126.86001,DST Cowboys  FLEX AJ Barner QB Sam Darnold RB Bijan Robinson RB Jahmyr Gibbs TE Trey McBride WR Jameson Williams WR Rashid Shaheed WR Christian Watson,,,
3762,4959200169,meatslinger2222,0,126.83999,DST Browns  FLEX Saquon Barkley QB Trevor Lawrence RB Derrick Henry RB David Montgomery TE Isaiah Likely WR CeeDee Lamb WR Rashee Rice WR Adonai Mitchell,,,
3763,4965731289,Fuman10670,0,126.78001,DST Seahawks  FLEX Travis Kelce QB Patrick Mahomes RB Jahmyr Gibbs RB Kenneth Gainwell TE Jake Ferguson WR Jameson Williams WR Alec Pierce WR Hollywood Brown,,,
3764,4964302138,eggrollgarbage,0,126.76,DST Raiders  FLEX Trey McBride QB Jared Goff RB Jahmyr Gibbs RB Bhayshul Tuten TE Travis Kelce WR Jameson Williams WR DeVonta Smith WR Darius Slayton,,,
