Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
516,4964298197,Mgrzes298,0,199.94,DST Packers  FLEX Michael Wilson QB Jameis Winston RB Jahmyr Gibbs RB Derrick Henry TE Travis Kelce WR A.J. Brown WR Jameson Williams WR Darius Slayton,,,
517,4964554812,babyregg3200,0,199.88,DST Browns  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Breece Hall TE Mason Taylor WR Rashee Rice WR Michael Wilson WR Jakobi Meyers,,,
517,4959809829,jbw5332,0,199.87999,DST Browns  FLEX Bhayshul Tuten QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Chris Olave WR DeVonta Smith WR Michael Wilson,,,
517,4964171318,bubba567,0,199.87999,DST Browns  FLEX DK Metcalf QB Tyrod Taylor RB Jahmyr Gibbs RB Derrick Henry TE Trey McBride WR Amon-Ra St. Brown WR John Metchie III WR Adonai Mitchell,,,
520,4964064151,zachreine,0,199.85999,DST Saints  FLEX Derrick Henry QB Drake Maye RB Chase Brown RB Emanuel Wilson TE Hunter Henry WR Amon-Ra St. Brown WR Michael Wilson WR Darnell Mooney,,,
521,4959089197,csowers,0,199.84001,DST Ravens  FLEX CeeDee Lamb QB Jameis Winston RB Jahmyr Gibbs RB Emanuel Wilson TE Mike Gesicki WR Justin Jefferson WR Wan'Dale Robinson WR Darius Slayton,,,
521,4965312745,xPipeDreams,0,199.84001,DST Colts  FLEX Jahmyr Gibbs QB Jameis Winston RB Saquon Barkley RB Emanuel Wilson TE Trey McBride WR George Pickens WR Darius Slayton WR Cedric Tillman,,,
523,4964341465,bigdogkyle,0,199.76,DST Browns  FLEX TreVeyon Henderson QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Hunter Henry WR Amon-Ra St. Brown WR Jameson Williams WR Adonai Mitchell,,,
523,4964601067,MEP7811,0,199.76,DST Saints  FLEX Hunter Henry QB Jared Goff RB Jahmyr Gibbs RB Kenneth Walker III TE Theo Johnson WR Amon-Ra St. Brown WR A.J. Brown WR Jameson Williams,,,
525,4964526647,CartelLyfeTM,0,199.73999,DST Browns  FLEX Trey McBride QB Jameis Winston RB Jahmyr Gibbs RB TreVeyon Henderson TE Travis Kelce WR George Pickens WR Darius Slayton WR Greg Dortch,,,
526,4963752045,hurl1977,0,199.68,DST Browns  FLEX DeVonta Smith QB Tyrod Taylor RB Jahmyr Gibbs RB Breece Hall TE Trey McBride WR Jaxon Smith-Njigba WR John Metchie III WR Adonai Mitchell,,,
526,4964826806,patrickbriansullivan,0,199.68,DST Seahawks  FLEX Hunter Henry QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR George Pickens WR Jameson Williams WR Luther Burden III,,,
528,4963669074,bustinjerks,0,199.66,DST Browns  FLEX DeVonta Smith QB Drake Maye RB Jahmyr Gibbs RB Emanuel Wilson TE Hunter Henry WR Tee Higgins WR Kayshon Boutte WR Michael Wilson,,,
529,4962632865,ameen0811,0,199.58,DST Saints  FLEX Jakobi Meyers QB Patrick Mahomes RB Jahmyr Gibbs RB Emanuel Wilson TE Travis Kelce WR Rashee Rice WR Romeo Doubs WR Michael Wilson,,,
530,4965196031,evanpro13,0,199.56,DST Saints  FLEX Chase Brown QB Drake Maye RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR DeVonta Smith WR Michael Wilson WR Luther Burden III,,,
531,4964565567,justinu7,0,199.54001,DST Browns  FLEX Jaxon Smith-Njigba QB Trevor Lawrence RB Chase Brown RB Emanuel Wilson TE Mark Andrews WR Amon-Ra St. Brown WR Michael Wilson WR Jakobi Meyers,,,
532,4963488616,wsibson,0,199.48001,DST Browns  FLEX Andrei Iosivas QB Patrick Mahomes RB Jahmyr Gibbs RB Emanuel Wilson TE Travis Kelce WR Rashee Rice WR Alec Pierce WR Michael Wilson,,,
533,4964943697,Redrex003,0,199.46,DST Browns  FLEX Michael Wilson QB Drake Maye RB Jahmyr Gibbs RB Zonovan Knight TE Kyle Pitts Sr. WR Stefon Diggs WR A.J. Brown WR Wan'Dale Robinson,,,
533,4964252690,ryanmorris27,0,199.45999,DST Saints  FLEX George Pickens QB Jalen Hurts RB Jahmyr Gibbs RB TreVeyon Henderson TE Dallas Goedert WR A.J. Brown WR DK Metcalf WR Luther Burden III,,,
533,4964267324,18birdies,0,199.45999,DST Browns  FLEX Chris Olave QB Drake Maye RB Chase Brown RB Emanuel Wilson TE Hunter Henry WR George Pickens WR A.J. Brown WR DeVonta Smith,,,
536,4965684665,Aphthongs,0,199.37999,DST Browns  FLEX Jaxon Smith-Njigba QB Tyrod Taylor RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Jameson Williams WR John Metchie III WR Adonai Mitchell,,,
536,4963868296,byrd2522,0,199.37997,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Kareem Hunt TE Colston Loveland WR George Pickens WR Chris Olave WR Jerry Jeudy,,,
538,4965047419,connerz1,0,199.28,DST Seahawks  FLEX Jahmyr Gibbs QB Jacoby Brissett RB Derrick Henry RB Emanuel Wilson TE Trey McBride WR Michael Wilson WR Jakobi Meyers WR Adonai Mitchell,,,
539,4960145301,SuperAngry1,0,199.25998,DST Seahawks  FLEX George Pickens QB Jalen Hurts RB Jahmyr Gibbs RB Kenneth Walker III TE Mike Gesicki WR A.J. Brown WR DeVonta Smith WR Christian Watson,,,
540,4959115823,weddi32,0,199.18001,DST Browns  FLEX Alec Pierce QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR George Pickens WR Michael Wilson WR Greg Dortch,,,
540,4965858901,superbowlhomeboy,0,199.18001,DST Vikings  FLEX Kyle Pitts Sr. QB Jacoby Brissett RB Jahmyr Gibbs RB Kareem Hunt TE Trey McBride WR Amon-Ra St. Brown WR Michael Wilson WR Jakobi Meyers,,,
540,4962107325,jp_walkemdown,0,199.18,DST Saints  FLEX Derrick Henry QB Jacoby Brissett RB Chase Brown RB Emanuel Wilson TE T.J. Hockenson WR Amon-Ra St. Brown WR George Pickens WR Michael Wilson,,,
540,4965125481,York19,0,199.18,DST Browns  FLEX Andrei Iosivas QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Chris Olave WR Michael Pittman Jr. WR Darnell Mooney,,,
544,4962046788,trebbeaj,0,199.15999,DST Saints  FLEX Mike Gesicki QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
544,4963061768,kweez24,0,199.15999,DST Steelers  FLEX Harold Fannin Jr. QB Jared Goff RB Jahmyr Gibbs RB Quinshon Judkins TE Kyle Pitts Sr. WR Jaxon Smith-Njigba WR Parker Washington WR Michael Wilson,,,
544,4963744290,Compa20,0,199.15999,DST Titans  FLEX George Pickens QB Jalen Hurts RB Bijan Robinson RB Jahmyr Gibbs TE Mike Gesicki WR A.J. Brown WR DeVonta Smith WR Adonai Mitchell,,,
544,4964611271,ajack02,0,199.15999,DST Saints  FLEX Trey McBride QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Mike Gesicki WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
544,4964912241,Orcachow,0,199.15999,DST Saints  FLEX Mike Gesicki QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
544,4964917018,DGTballer,0,199.15999,DST Saints  FLEX Mike Gesicki QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
544,4965571399,nevs2904,0,199.15999,DST Saints  FLEX Trey McBride QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Mike Gesicki WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
544,4965738714,n8parks,0,199.15999,DST Saints  FLEX Trey McBride QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Mike Gesicki WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
544,4965994345,theheaters,0,199.15999,DST Saints  FLEX Trey McBride QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Mike Gesicki WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
553,4964211445,brooksbombers,0,199.06,DST Saints  FLEX George Pickens QB Dak Prescott RB Jahmyr Gibbs RB Zach Charbonnet TE Colston Loveland WR CeeDee Lamb WR A.J. Brown WR Van Jefferson,,,
554,4962618863,slaughtayadota,0,199.04,DST Browns  FLEX Trey McBride QB Trevor Lawrence RB Jahmyr Gibbs RB TreVeyon Henderson TE Hunter Henry WR DeVonta Smith WR Parker Washington WR Jakobi Meyers,,,
554,4965621487,AB34,0,199.03998,DST Jets  FLEX Michael Pittman Jr. QB Jameis Winston RB TreVeyon Henderson RB Emanuel Wilson TE Travis Kelce WR Amon-Ra St. Brown WR George Pickens WR Wan'Dale Robinson,,,
556,4964469655,abickoff,0,198.98001,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE AJ Barner WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
556,4963996919,MrEades,0,198.98,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Alvin Kamara TE Mark Andrews WR George Pickens WR A.J. Brown WR Michael Wilson,,,
558,4964278254,mtrumbull33,0,198.96,DST Colts  FLEX Darnell Mooney QB Sam Darnold RB Jahmyr Gibbs RB Alvin Kamara TE Mark Andrews WR Jaxon Smith-Njigba WR A.J. Brown WR Michael Wilson,,,
559,4959516366,IamPGM,0,198.88,DST Browns  FLEX A.J. Brown QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Jameson Williams WR Alec Pierce WR Michael Wilson,,,
560,4963244140,bjones198753,0,198.86,DST Browns  FLEX DeVonta Smith QB Jalen Hurts RB Chase Brown RB Emanuel Wilson TE Mike Gesicki WR Jaxon Smith-Njigba WR Amon-Ra St. Brown WR Luther Burden III,,,
560,4965259377,eduguie09,0,198.85999,DST Seahawks  FLEX Emanuel Wilson QB Jalen Hurts RB Jahmyr Gibbs RB David Montgomery TE Mike Gesicki WR George Pickens WR DeVonta Smith WR DK Metcalf,,,
562,4962684247,jimmyt27,0,198.78,DST Saints  FLEX Travis Kelce QB Jacoby Brissett RB Jahmyr Gibbs RB Saquon Barkley TE Trey McBride WR Wan'Dale Robinson WR Michael Wilson WR Andrei Iosivas,,,
562,4964932902,ldt1979,0,198.78,DST Browns  FLEX Chase Brown QB Jacoby Brissett RB Jahmyr Gibbs RB Kenneth Walker III TE Trey McBride WR DeVonta Smith WR Michael Wilson WR Jakobi Meyers,,,
562,4961845301,Dabigarch,0,198.77998,DST Ravens  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB TreVeyon Henderson TE Travis Kelce WR A.J. Brown WR Michael Wilson WR John Metchie III,,,
562,4965058780,travman8,0,198.77998,DST Browns  FLEX Trey McBride QB Jacoby Brissett RB TreVeyon Henderson RB Emanuel Wilson TE Colston Loveland WR Rashee Rice WR A.J. Brown WR Wan'Dale Robinson,,,
566,4958814673,jfox23,0,198.76,DST Saints  FLEX Ashton Jeanty QB Jalen Hurts RB Chase Brown RB Emanuel Wilson TE Trey McBride WR A.J. Brown WR DeVonta Smith WR Michael Wilson,,,
566,4963712990,THEROBBOB20,0,198.76,DST Browns  FLEX Juwan Johnson QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Travis Kelce WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
568,4964181385,ori_j_k,0,198.74,DST Jets  FLEX Jakobi Meyers QB Trevor Lawrence RB Jahmyr Gibbs RB Chase Brown TE Trey McBride WR Amon-Ra St. Brown WR Michael Wilson WR Andrei Iosivas,,,
569,4963100708,vmilano801,0,198.68001,DST Saints  FLEX Mark Andrews QB Jacoby Brissett RB Jahmyr Gibbs RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Michael Wilson WR Andrei Iosivas,,,
569,4962478161,mikefilm24,0,198.68,DST Browns  FLEX DeVonta Smith QB Jacoby Brissett RB Jahmyr Gibbs RB David Montgomery TE Trey McBride WR Rashee Rice WR Michael Wilson WR Isaiah Hodgins,,,
569,4964428103,tjacks78tjacks,0,198.68,DST Saints  FLEX Travis Kelce QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR A.J. Brown WR Jameson Williams WR Michael Wilson,,,
572,4960486521,PFOST15,0,198.66,DST Browns  FLEX Chase Brown QB Drake Maye RB Jahmyr Gibbs RB Derrick Henry TE Hunter Henry WR Alec Pierce WR Michael Wilson WR Andrei Iosivas,,,
573,4965592680,Aimee4Life,0,198.63998,DST Browns  FLEX Tee Higgins QB Jameis Winston RB Jahmyr Gibbs RB Zonovan Knight TE Trey McBride WR Stefon Diggs WR Wan'Dale Robinson WR Isaiah Hodgins,,,
574,4964917000,Clueless1974,0,198.58,DST Browns  FLEX Hunter Henry QB Jacoby Brissett RB Bijan Robinson RB Emanuel Wilson TE Trey McBride WR George Pickens WR DeVonta Smith WR Michael Wilson,,,
574,4965498768,NateKnocks,0,198.57999,DST Browns  FLEX Derrick Henry QB Tyrod Taylor RB Jahmyr Gibbs RB Kenneth Walker III TE Trey McBride WR Amon-Ra St. Brown WR John Metchie III WR Adonai Mitchell,,,
576,4957840486,s508287,0,198.56,DST Raiders  FLEX A.J. Brown QB Jared Goff RB Jahmyr Gibbs RB Travis Etienne Jr. TE Kyle Pitts Sr. WR Amon-Ra St. Brown WR Michael Wilson WR Adonai Mitchell,,,
576,4964820226,ducsay,0,198.56,DST Browns  FLEX Greg Dortch QB Jalen Hurts RB Derrick Henry RB Saquon Barkley TE Hunter Henry WR George Pickens WR A.J. Brown WR Andrei Iosivas,,,
578,4964030468,swagmeowt,0,198.48003,DST Browns  FLEX A.J. Brown QB Tyrod Taylor RB Bijan Robinson RB Jahmyr Gibbs TE Mason Taylor WR Rashee Rice WR Michael Wilson WR Andrei Iosivas,,,
578,4965081456,chad23322,0,198.48001,DST Browns  FLEX Bijan Robinson QB Tyrod Taylor RB Jahmyr Gibbs RB Saquon Barkley TE Hunter Henry WR Rashee Rice WR Luther Burden III WR John Metchie III,,,
578,4965735164,Nickolas15,0,198.48,DST Saints  FLEX Emanuel Wilson QB Jacoby Brissett RB Travis Etienne Jr. RB Kenneth Walker III TE Trey McBride WR Amon-Ra St. Brown WR A.J. Brown WR Michael Wilson,,,
581,4964302302,fooshlash,0,198.46,DST Saints  FLEX Emanuel Wilson QB Jared Goff RB Jahmyr Gibbs RB Chase Brown TE Mark Andrews WR Amon-Ra St. Brown WR Alec Pierce WR Michael Wilson,,,
582,4959150988,chaffy,0,198.38,DST Browns  FLEX Rome Odunze QB Jacoby Brissett RB Jahmyr Gibbs RB Travis Etienne Jr. TE Trey McBride WR DeVonta Smith WR Michael Wilson WR Greg Dortch,,,
582,4964539610,aadler,0,198.37999,DST Browns  FLEX Travis Kelce QB Jacoby Brissett RB Jahmyr Gibbs RB Travis Etienne Jr. TE Trey McBride WR A.J. Brown WR Alec Pierce WR Michael Wilson,,,
584,4964834030,rlowry109,0,198.35999,DST Saints  FLEX Emanuel Wilson QB Jalen Hurts RB Jahmyr Gibbs RB David Montgomery TE Mike Gesicki WR CeeDee Lamb WR A.J. Brown WR DeVonta Smith,,,
585,4964585151,jorgejac,0,198.28,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Travis Etienne Jr. TE Mark Andrews WR Amon-Ra St. Brown WR Michael Wilson WR Christian Watson,,,
586,4964324834,Danman8817,0,198.26001,DST Saints  FLEX Rashee Rice QB Dak Prescott RB Javonte Williams RB Emanuel Wilson TE Mark Andrews WR George Pickens WR A.J. Brown WR Michael Wilson,,,
586,4965193439,jcat0323,0,198.26,DST Saints  FLEX Trey McBride QB Jared Goff RB Jahmyr Gibbs RB Saquon Barkley TE Hunter Henry WR Amon-Ra St. Brown WR Cedric Tillman WR John Metchie III,,,
588,4964801772,cstoutland,0,198.18,DST Raiders  FLEX Emanuel Wilson QB Tyrod Taylor RB Jahmyr Gibbs RB Derrick Henry TE Trey McBride WR Rashee Rice WR John Metchie III WR Adonai Mitchell,,,
589,4965275795,droeber23,0,198.15999,DST Browns  FLEX Jahmyr Gibbs QB Jared Goff RB Alvin Kamara RB Emanuel Wilson TE Colston Loveland WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
590,4964980025,Needanatty,0,198.08002,DST Seahawks  FLEX Emanuel Wilson QB Patrick Mahomes RB Jahmyr Gibbs RB Quinshon Judkins TE Brock Wright WR Rashee Rice WR Michael Wilson WR Andrei Iosivas,,,
591,4963400693,Kgeysen,0,198.04001,DST Browns  FLEX Darius Slayton QB Jameis Winston RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Rashee Rice WR Jameson Williams WR Andrei Iosivas,,,
592,4965537434,cubfan1216,0,198.01999,DST Saints  FLEX Trey McBride QB Tyler Shough RB Jahmyr Gibbs RB Emanuel Wilson TE Hunter Henry WR CeeDee Lamb WR Rashee Rice WR Adonai Mitchell,,,
593,4965235549,contopv,0,197.98,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Travis Etienne Jr. TE Travis Kelce WR Rashee Rice WR Michael Wilson WR Luther Burden III,,,
594,4965822868,cellabration25,0,197.94,DST Browns  FLEX Trey McBride QB Jameis Winston RB Jahmyr Gibbs RB Derrick Henry TE Theo Johnson WR Jameson Williams WR Wan'Dale Robinson WR Darius Slayton,,,
595,4964782929,Jig-is-up,0,197.88,DST Bengals  FLEX Michael Wilson QB Patrick Mahomes RB Jahmyr Gibbs RB Emanuel Wilson TE Travis Kelce WR Rashee Rice WR Alec Pierce WR Jakobi Meyers,,,
596,4964180592,iLLmaculatee,0,197.84001,DST Browns  FLEX Andrei Iosivas QB Jameis Winston RB Jahmyr Gibbs RB Derrick Henry TE Trey McBride WR Jameson Williams WR Wan'Dale Robinson WR Darius Slayton,,,
597,4962325613,Praetorian10,0,197.78001,DST Vikings  FLEX Hunter Henry QB Patrick Mahomes RB Jahmyr Gibbs RB Derrick Henry TE Kyle Pitts Sr. WR Rashee Rice WR Michael Wilson WR Andrei Iosivas,,,
597,4965438225,rkellyownsyou,0,197.78,DST Saints  FLEX DeVonta Smith QB Jacoby Brissett RB Chase Brown RB Kareem Hunt TE Trey McBride WR Amon-Ra St. Brown WR Wan'Dale Robinson WR Michael Wilson,,,
599,4963104447,denningbrook,0,197.72,DST Browns  FLEX Greg Dortch QB Tyler Shough RB Jahmyr Gibbs RB Kenneth Walker III TE Mike Gesicki WR Amon-Ra St. Brown WR Rashee Rice WR Chris Olave,,,
600,4961615369,BakerBoysJT,0,197.58,DST Ravens  FLEX Michael Wilson QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE Juwan Johnson WR Jaxon Smith-Njigba WR Jameson Williams WR Cedric Tillman,,,
600,4964926093,JConard1,0,197.58,DST Browns  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Saquon Barkley TE Hunter Henry WR Zay Flowers WR Jakobi Meyers WR Greg Dortch,,,
600,4962947881,jay3884,0,197.57999,DST Browns  FLEX Jakobi Meyers QB Jacoby Brissett RB Jahmyr Gibbs RB Derrick Henry TE Trey McBride WR Parker Washington WR Michael Wilson WR Jerry Jeudy,,,
603,4963630722,nick311,0,197.56,DST Browns  FLEX George Pickens QB Jalen Hurts RB Jahmyr Gibbs RB Zonovan Knight TE Brock Bowers WR A.J. Brown WR Hollywood Brown WR Mack Hollins,,,
604,4959310150,dak1616,0,197.54,DST Raiders  FLEX Ashton Jeanty QB Jameis Winston RB Jahmyr Gibbs RB D'Andre Swift TE Trey McBride WR Wan'Dale Robinson WR Darnell Mooney WR Darius Slayton,,,
605,4961076965,dep2987,0,197.48,DST Packers  FLEX Rashee Rice QB Jacoby Brissett RB Travis Etienne Jr. RB Emanuel Wilson TE Colston Loveland WR Amon-Ra St. Brown WR Chris Olave WR Greg Dortch,,,
606,4964272411,BigKid4ever,0,197.45999,DST Colts  FLEX Jakobi Meyers QB Sam Darnold RB Bijan Robinson RB Jahmyr Gibbs TE Hunter Henry WR Jaxon Smith-Njigba WR Christian Watson WR Adonai Mitchell,,,
606,4964716500,lundy22,0,197.45999,DST Browns  FLEX Jerry Jeudy QB Jalen Hurts RB Bijan Robinson RB Jahmyr Gibbs TE T.J. Hockenson WR A.J. Brown WR DeVonta Smith WR Michael Wilson,,,
606,4965459438,mstupore,0,197.45999,DST Browns  FLEX Emanuel Wilson QB Jalen Hurts RB Bijan Robinson RB Jahmyr Gibbs TE Noah Fant WR DeVonta Smith WR DK Metcalf WR Greg Dortch,,,
609,4964436230,MangioneMotorsports,0,197.44,DST Seahawks  FLEX Bhayshul Tuten QB Jameis Winston RB Jahmyr Gibbs RB Derrick Henry TE Hunter Henry WR Rashee Rice WR Darnell Mooney WR Darius Slayton,,,
610,4958185497,crecco55,0,197.37999,DST Browns  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Kareem Hunt TE Hunter Henry WR Tee Higgins WR Jameson Williams WR Michael Wilson,,,
610,4964382668,sdsuphilip,0,197.37999,DST Packers  FLEX Kenneth Walker III QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR Jameson Williams WR Michael Wilson WR Jakobi Meyers,,,
612,4964432212,Elway98,0,197.36,DST Browns  FLEX Travis Kelce QB Jalen Hurts RB Jahmyr Gibbs RB TreVeyon Henderson TE AJ Barner WR Chris Olave WR A.J. Brown WR Michael Wilson,,,
613,4962475165,ackjak,0,197.28,DST Saints  FLEX Derrick Henry QB Jacoby Brissett RB Jahmyr Gibbs RB Travis Etienne Jr. TE Trey McBride WR DeVonta Smith WR Michael Wilson WR Adonai Mitchell,,,
613,4964028191,Ruhockey12,0,197.28,DST Saints  FLEX Jahmyr Gibbs QB Jacoby Brissett RB Derrick Henry RB Travis Etienne Jr. TE Trey McBride WR DeVonta Smith WR Michael Wilson WR Adonai Mitchell,,,
613,4963714180,Panthers02,0,197.27998,DST Browns  FLEX Jakobi Meyers QB Jacoby Brissett RB Jahmyr Gibbs RB Bhayshul Tuten TE Trey McBride WR Amon-Ra St. Brown WR Michael Wilson WR Christian Watson,,,
613,4965092063,RapidFirexd,0,197.27998,DST Seahawks  FLEX Travis Kelce QB Jacoby Brissett RB Jahmyr Gibbs RB Kenneth Walker III TE Trey McBride WR Wan'Dale Robinson WR Michael Wilson WR Darnell Mooney,,,
617,4963638789,JGuy123,0,197.24,DST Raiders  FLEX Emanuel Wilson QB Jameis Winston RB Jahmyr Gibbs RB Derrick Henry TE Travis Kelce WR Jameson Williams WR Wan'Dale Robinson WR Darius Slayton,,,
618,4964907989,Matty__McFly,0,197.15999,DST Bengals  FLEX Jakobi Meyers QB Jared Goff RB Jahmyr Gibbs RB Emanuel Wilson TE Travis Kelce WR Amon-Ra St. Brown WR Jameson Williams WR Michael Wilson,,,
619,4965530940,zg22,0,197.14,DST Browns  FLEX D'Andre Swift QB Jameis Winston RB Jahmyr Gibbs RB Emanuel Wilson TE Theo Johnson WR Jaxon Smith-Njigba WR Jameson Williams WR Darius Slayton,,,
620,4964032158,shipitplz,0,197.07999,DST Saints  FLEX Ashton Jeanty QB Jacoby Brissett RB Emanuel Wilson RB Kareem Hunt TE Trey McBride WR Jaxon Smith-Njigba WR Romeo Doubs WR Michael Wilson,,,
621,4964074585,staraska5,0,197.06,DST Browns  FLEX Christian Watson QB Jared Goff RB Travis Etienne Jr. RB Emanuel Wilson TE Colston Loveland WR Jaxon Smith-Njigba WR Amon-Ra St. Brown WR Jakobi Meyers,,,
621,4965579614,cobliv69,0,197.05998,DST Jets  FLEX Cole Kmet QB Jalen Hurts RB Jahmyr Gibbs RB Kenneth Walker III TE Trey McBride WR George Pickens WR A.J. Brown WR DeVonta Smith,,,
623,4964065472,ry_guy615,0,197.04001,DST Browns  FLEX Luther Burden III QB Jameis Winston RB Derrick Henry RB Emanuel Wilson TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Wan'Dale Robinson,,,
624,4964895475,Gink,0,196.98,DST Saints  FLEX Trey McBride QB Jacoby Brissett RB Jahmyr Gibbs RB Saquon Barkley TE Hunter Henry WR Rome Odunze WR Michael Wilson WR Jakobi Meyers,,,
625,4965897224,ct2660,0,196.96,DST Saints  FLEX Bijan Robinson QB Jalen Hurts RB Jahmyr Gibbs RB TreVeyon Henderson TE Mike Gesicki WR A.J. Brown WR Michael Wilson WR Andrei Iosivas,,,
626,4963491987,ElusiveSmoke,0,196.88,DST Saints  FLEX Travis Kelce QB Patrick Mahomes RB Emanuel Wilson RB Kareem Hunt TE Mason Taylor WR Jaxon Smith-Njigba WR Amon-Ra St. Brown WR Michael Wilson,,,
626,4961641286,dp4783,0,196.87999,DST Browns  FLEX A.J. Brown QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Michael Wilson WR Jakobi Meyers WR Christian Watson,,,
626,4964383392,chadmn01,0,196.87999,DST Browns  FLEX Bhayshul Tuten QB Jacoby Brissett RB Jahmyr Gibbs RB David Montgomery TE Hunter Henry WR Jaxon Smith-Njigba WR Jameson Williams WR Michael Wilson,,,
629,4965901654,zeidenweber22,0,196.86002,DST Saints  FLEX Andrei Iosivas QB Jalen Hurts RB Jahmyr Gibbs RB Emanuel Wilson TE Mark Andrews WR CeeDee Lamb WR A.J. Brown WR DeVonta Smith,,,
630,4963604122,Motts81,0,196.76,DST Browns  FLEX Hunter Henry QB Jalen Hurts RB Jahmyr Gibbs RB Chase Brown TE Travis Kelce WR Rome Odunze WR DeVonta Smith WR DK Metcalf,,,
631,4957595875,bluebld93,0,196.68,DST Seahawks  FLEX Christian Watson QB Jacoby Brissett RB Jahmyr Gibbs RB Emanuel Wilson TE Trey McBride WR A.J. Brown WR Kayshon Boutte WR Michael Wilson,,,
631,4964983474,allturfga,0,196.68,DST Saints  FLEX Trey McBride QB Patrick Mahomes RB Jahmyr Gibbs RB Emanuel Wilson TE Travis Kelce WR Chris Olave WR Michael Wilson WR Andrei Iosivas,,,
633,4965365506,GetDisWork,0,196.66,DST Browns  FLEX Kenneth Walker III QB Jalen Hurts RB Jahmyr Gibbs RB TreVeyon Henderson TE Hunter Henry WR Jameson Williams WR DeVonta Smith WR Michael Wilson,,,
634,4963487634,kled2,0,196.63998,DST Browns  FLEX David Montgomery QB Jameis Winston RB Jahmyr Gibbs RB TreVeyon Henderson TE Trey McBride WR Wan'Dale Robinson WR DK Metcalf WR Darius Slayton,,,
635,4964276752,ShamWowzah,0,196.58002,DST Browns  FLEX Brenton Strange QB Jacoby Brissett RB Jonathan Taylor RB Jahmyr Gibbs TE Gunnar Helm WR Tee Higgins WR Wan'Dale Robinson WR Michael Wilson,,,
636,4963350814,siola,0,196.56,DST Raiders  FLEX Darnell Mooney QB Jalen Hurts RB Jahmyr Gibbs RB D'Andre Swift TE Mike Gesicki WR George Pickens WR A.J. Brown WR DeVonta Smith,,,
637,4964959656,steveezzo,0,196.44002,DST Lions  FLEX Derrick Henry QB Jameis Winston RB Jahmyr Gibbs RB Kenneth Walker III TE Trey McBride WR Wan'Dale Robinson WR Darius Slayton WR Luther Burden III,,,
